Name,Age,Gender,Admission Test Score,High School Percentage,City,Admission Status
Muniba,17.0,Female,48.8,63.39,Quetta,Rejected
Nadia,17.0,Female,79.1,65.43,Islamabad,Rejected
Omer,19.0,Male,62.0,79.67,Lahore,Rejected
Fatima,20.0,Female,85.2,70.01,Rawalpindi,Accepted
Javed,23.0,Male,,80.75,Rawalpindi,Accepted
Fahad,21.0,Male,72.7,80.55,Karachi,Rejected
Usman,17.0,,100.0,71.23,Quetta,Accepted
Doniyor,22.0,Male,100.0,83.75,Islamabad,Accepted
Salman,22.0,Male,73.6,94.88,Multan,Accepted
Asilbek,17.0,Male,71.9,55.58,Quetta,Rejected
Noor,21.0,Female,82.0,76.65,Peshawar,Accepted
Mohira,20.0,Female,,71.99,Multan,Rejected
Laziz,21.0,Male,78.1,81.66,Peshawar,Rejected
Shafiq,19.0,Male,82.4,79.86,Quetta,Rejectd
Fareeha,19.0,Female,,72.87,Karachi,Accepted
Omer,20.0,Male,88.8,,Quetta,Accepted
Sajid,22.0,Male,91.3,99.0,Lahore,Accepted
Maryam,na,Female,100.0,70.27,Lahore,Accepted
Zamira,20.0,Female,81.2,62.3,Lahore,Rejected
Irfan,19.0,Male,72.0,88.54,Quetta,Accepted
Zunaira,23.0,Female,85.2,44.15,Lahore,Accepted
Rehan,25.0,Male,66.9,,Peshawar,Rejected
Kashif,20.0,Male,57.1,60.13,Karachi,Rejected
Junaid,,Male,56.2,66.3,,Rejected
Ahmed,21.0,Male,94.0,78.56,Lahore,Accepted
Sobia,21.0,Female,86.8,80.03,Islamabad,Accepted
Sana,,Female,59.6,90.53,Rawalpindi,Accepted
Iqbol,18.0,Female,69.9,84.4,Karachi,Accepted
Fahad,21.0,Male,64.3,76.79,Lahore,Rejected
Sara,22.0,Female,82.1,88.66,Peshawar,Accepted
Nasiba,23.0,Female,67.8,93.2,Karachi,Accepted
Arslan,19.0,Male,78.0,80.61,Karachi,Accepted
Humaira,26.0,Female,66.3,99.0,Multan,Rejected
Khurram,15.5,Male,90.1,59.94,Quetta,Accepted
Dilnoza,24.0,Female,100.0,70.42,Peshawar,Accepted
Amir,21.0,Male,79.2,53.74,Peshawar,Rejected
Sadia,24.0,Female,77.0,56.15,Peshawar,Rejected
Shahnoza,25.0,Female,68.7,58.08,Multan,Rejected
Iqbol,20.0,Female,76.0,65.48,Rawalpindi,Rejected
Amna,#VALUE!,Female,89.4,75.85,Karachi,accept
Zaid,21.0,MALE,47.7,77.99,Quetta,Rejected
Humaira,23.0,Female,93.9,69.96,Quetta,Accepted
Bushra,20.0,Female,90.5,75.76,Multan,Accepted
Javlon,21.0,Male,89.2,68.09,Islamabad,Accepted
Behruz,23.0,Male,55.9,89.31,Karachi,Rejected
Mirzo,20.0,Male,69.1,73.38,Karachi,Rejected
Farrukh,23.0,Male,80.9,73.34,Quetta,Accepted
Muhabbat,25.0,Female,,66.3,Islamabad,Accepted
,20.0,Female,81.6,45.75,Lahore,Rejected
Tahir,20.0,Male,60.2,76.33,Rawalpindi,Rejected
Ahmed,20.0,Male,77.9,-12.61,,Rejected
Doniyor,18.0,Male,95.0,73.74,Lahore,Accepted
Humaira,20.0,Female,100.0,70.61,Rawalpindi,Accepted
Faisal,17.0,Male,100.0,99.0,Quetta,Accepted
Zara,21.0,Female,53.0,63.45,Lahore,Rejected
Furqan,23.7,Male,60.2,84.06,Rawalpindi,Rejected
Bilal,16.0,Male,86.9,88.51,Lahore,Accepted
Feruza  ,17.0,Female,65.9,56.22,Quetta,Rejected
Iqra,20.0,Female,59.6,76.93,Karachi,Rejectd
Farrukh,20.0,,,47.21,Multan,Accepted
Mohira,,Female,75.1,69.73,Multan,
Hina,16.0,Female,57.8,130.47,Islamabad,Accepted
Maryam,21.0,Female,100.0,62.51,Islamabad,Accepted
Muhabbat,23.0,Female,99.6,80.46,Peshawar,Accepted
Jasur,,Male,61.1,57.06,Multan,Rejected
Asilbek,20.0,Male,55.1,45.51,Quetta,Rejected
Ibrohim,19.0,Male,56.2,49.83,Multan,Rejected
Asad,17.0,mAle,78.5,48.14,Peshawar,Rejected
Feruza,19.0,Female,86.5,48.99,,Rejected
,22.0,Male,69.3,98.49,Islamabad,Accepted
Mirzo,22.0,Male,86.9,,Lahore,Accepted
Tahir,22.0,Male,83.2,82.56,,Accepted
Rukhsana,22.0,Female,72.7,65.29,Karachi,Rejected
Tariq,na,Male,100.0,,Karachi,
Waqar,16.0,Male,88.4,95.63,Karachi,Accepted
Farrukh,21.0,Male,59.8,86.6,Lahore,Rejected
Mahnoor,23.0,Female,72.2,59.72,Islamabad,Rejected
Laziz,18.0,Male,93.4,99.0,Rawalpindi,Accepted
,n/a,Female,66.9,68.27,Karachi,Accepted
Mavluda,17.0,Female,88.5,51.02,Karachi,Rejected
Nargiza,21.0,Female,78.3,56.45,Quetta,Rejected
Maftuna,18.0,Female,,66.21,Quetta,Rejected
Murtaza,22.0,Male,94.7,84.74,Islamabad,Accepted
Rida,20.0,Female,-29.0,79.52,Lahore,Rejected
Javlon,17.0,Male,70.8,76.77,Islamabad,
Farzana,22.0,Female,100.0,91.77,Rawalpindi,Accepted
Zainab,16.0,Female,90.6,81.47,Karachi,Accepted
Adnan,17.0,Male,86.2,82.92,Quetta,Accepted
Lochinbek,16.0,Male,77.5,77.67,Peshawar,Rejected
Eldor,22.0,Male,96.3,62.23,Quetta,Accepted
Hamza,18.0,Male,82.2,69.47,Lahore,Accepted
Raza,18.0,Male,74.9,69.74,Peshawar,Accepted
Sanjar,17.0,Male,87.9,69.91,Peshawar,Accepted
,21.0,Female,84.6,63.32,Islamabad,
Aisha,22.0,Female,72.8,76.32,Lahore,Accepted
Kamol,22.0,Male,85.6,53.34,Islamabad,Accepted
Kamol,22.0,Male,71.1,95.04,Islamabad,Accepted
Shamsiddin,19.0,Male,64.6,70.91,Rawalpindi,Rejected
Dilorom,22.0,Female,91.7,85.49,Quetta,Accepted
Ozoda,19.0,Female,89.2,64.51,Rawalpindi,Accepted
Tariq,17.0,Male,81.9,62.17,Islamabad,Accepted
Sobia,20.0,Female,-39.0,74.9,Peshawar,Accepted
Nodir,19.0,Male,79.3,99.0,Lahore,Accepted
Malika,21.0,Female,84.1,65.98,Multan,
Imran,19.0,Male,79.3,84.78,Rawalpindi,Accepted
Ayesha,22.0,,55.8,79.77,Quetta,Rejected
Kamran,18.0,Male,75.7,96.24,Quetta,Accepted
Mavluda,20.0,Female,82.4,99.0,Peshawar,Accepted
Nabeel,22.0,Male,81.9,78.07,Multan,Accepted
Zara,20.0,Female,57.0,81.3,Rawalpindi,Rejected
Fatima,19.0,Female,99.4,50.5,Multan,Accepted
Umida,21.0,Female,100.0,69.69,Quetta,Accepted
Asad,19.0,Male,78.3,76.05,Karachi,Accepted
Asad,23.0,FEMALE,56.3,90.25,Rawalpindi,Rejected
Hamza,22.0,Male,100.0,52.69,Karachi,Accepted
Farrukh,16.0,Male,81.7,60.69,Islamabad,Accepted
Nodir,19.0,Male,86.3,86.28,Islamabad,Accepted
Noor,23.0,Female,,98.33,Peshawar,Accepted
Umida,22.0,Female,89.3,,Karachi,Accepted
Muhabbat,26.0,Female,90.2,44.14,Quetta,Accepted
Kashif,23.0,Male,51.5,87.11,Lahore,Accepted
Sumera,16.0,Female,89.1,88.81,Islamabad,Accepted
Nashit,20.0,Female,,80.21,Islamabad,Accepted
Doniyor,24.0,Male,90.5,75.83,Islamabad,Accepted
Muslimbek,18.0,Male,61.6,91.73,Rawalpindi,Rejected
Hulkar,--,Female,83.3,83.51,Peshawar,Accepted
Sadia,21.0,Female,81.7,77.29,Rawalpindi,Accepted
Muazzam,19.0,Female,63.1,68.01,KARACHI,Rejected
Rohail,17.0,Male,100.0,73.38,Rawalpindi,
