"Name","Age","Gender","Admission Test Score","High School Percentage","City","Admission Status"
"Naeem","21.00","Male","47.00","99.00","Lahore","Rejected"
"Kamol","16.00","Male","73.10","86.57","Multan","Rejected"
"Sitora","17.00","Female","54.50","","Quetta","Rejected"
"Sardor","18.00","Male","62.50","99.00","Multan","Accepted"
"Nadia","20.00","Female","79.60","64.02","Rawalpindi",""
"Fareeha","22.00","Female","99.70","42.68","Islamabad","Accepted"
"Sanjar","24.00","Male","68.10","101.16","Multan","Accepted"
"Feruza","19.00","Female","53.50","65.28","Multan","Rejected"
"Waqar","23.00","Male","117.00","99.00","Lahore","Accepted"
"Sidra","18.00","Female","75.80","","Quetta","Accepted"
"Farzana","18.00","","76.80","99.00","Karachi","Accepted"
"Arslan","19.20","Male","100.00","73.88","Karachi","Accepted"
"Eldor","20.00","Male","","71.90","Rawalpindi","Accepted"
"Nashit","22.00","Female","85.80","73.43","Karachi","Accepted"
"Babar","21.00","Male","98.70","83.26","Islamabad","Accepted"
"Tayyaba","19.00","Female","100.00","92.64","Islamabad","Accepted"
"Zainab","20.00","Female","50.00","44.11","Lahore","Rejected"
"Rehan","20.00","Male","73.30","81.85","Lahore","Accepted"
"Waqar","22.00","Male","","71.85","Multan","Accepted"
"Muslimbek","20.00","Male","87.40","50.64","Multan","Rejected"
"Mirzo","22.00","Male","93.10","99.00","Multan","Accepted"
"Sardor","19.00","Male","63.70","55.19","Islamabad","Rejected"
"Sana","21.00","Female","82.00","99.00","Rawalpindi","Accepted"
"Sana","18.00","Female","72.00","75.73","Multan","Accepted"
"Bushra","17.00","Female","85.00","42.27","Lahore","Rejected"
"Shehroz","21.00","Male","62.50","83.74","Lahore","Rejected"
"Asilbek","20.00","Male","89.00","85.19","Karachi","Accepted"
"Zainab","19.00","Female","87.90","63.87","Islamabad",""
"Sanjar","23.00","Male","-41.00","71.44","Lahore","Accepted"
"Zunaira","","Female","92.10","74.81","Multan","Accepted"
"Shahid","19.00","Male","72.30","65.01","Multan","Rejected"
"Nisha","21.00","Female","56.00","65.44","Rawalpindi","Rejected"
"Sarvinoz","21.00","Female","71.30","64.79","Peshawar","Rejected"
"Behruz","16.00","Male","64.20","97.78","Lahore","Accepted"
"Ulugbek","18.00","Male","90.70","93.20","Karachi","reject"
"Iqra","23.00","Female","83.50","64.88","Islamabad","reject"
"Furqan","18.00","Male","85.80","79.34","Peshawar","Accepted"
"Hina","21.00","Female","75.70","64.81","Lahore","Rejected"
"","","Male","100.00","74.36","Karachi","Accepted"
"Taimur","19.00","Male","75.60","68.53","Islamabad","Rejected"
"Iqra","21.00","Female","81.70","64.03","Karachi","Rejected"
"Noor","21.00","Female","81.10","69.04","Multan","Accepted"
"Sajid","18.00","Male","43.50","60.43","Multan","Rejected"
"Salman","20.00","Male","64.80","70.33","Karachi","Rejected"
"Zubair","18.00","Male","72.20","94.84","Rawalpindi","Accepted"
"Shoira","19.00","Female","100.00","66.40","Quetta","Accepted"
"Fareeha","21.00","Female","89.00","64.30","Rawalpindi","Accepted"
"Kamran","18.00","Male","73.80","67.78","Quetta","Rejected"
"Dilovar","23.00","Male","66.30","99.00","Islamabad","Accepted"
"Khurram","23.00","Male","70.80","54.63","Lahore","Rejected"
"Aisha","20.00","Female","69.70","79.97","Peshawar","Accepted"
"Sidra","21.00","Female","73.80","78.99","Karachi","Accepted"
"Naeem","21.00","Male","92.20","63.20","Quetta","Accepted"
"Hafsa","0.00","Female","89.90","79.67","Rawalpindi","Accepted"
"Kamol","18.00","Male","91.00","103.86","Lahore","Accepted"
"Sarvinoz","23.00","Female","50.70","48.62","Lahore","Rejected"
"Raza","20.00","Male","56.80","72.64","Quetta","Rejected"
"Ayesha","24.00","Female","100.00","77.05","Multan","Accepted"
"Shoira","18.00","Female","97.90","75.35","Islamabad","Accepted"
"Ahmed","20.60","Male","87.10","60.59","Islamabad","Rejected"
"Dilnoza","20.00","Female","77.70","64.25","lahore","Rejected"
"Nabeel","21.00","Male","","84.43","Quetta","Accepted"
"Ibrohim","17.00","Male","","70.63","Quetta","Accepted"
"Muazzam","21.00","Female","65.30","79.68","Multan","Rejected"
"Shahnoza","26.00","Female","","99.00","Lahore","Accepted"
"Zainab","21.00","Female","","60.33","Quetta","Accepted"
"Moiz","21.00","Male","73.60","73.86","Multan","Rejected"
"Ahmed","19.00","Male","85.80","68.92","Lahore","Accepted"
"Sana","20.00","Female","100.00","81.31","Lahore","Accepted"
"Iqra","18.00","Female","74.30","71.40","Lahore","Rejected"
"Rohail","20.00","Male","98.80","57.21","Rawalpindi","Accepted"
"Umida","19.00","Female","75.30","67.34","Multan","Rejected"
"Zaid","22.60","Male","96.40","68.68","Islamabad","Accepted"
"Yasir","21.00","Male","64.90","75.54","Islamabad","Rejected"
"Aliya","19.00","Female","74.00","99.00","Islamabad","Rejectd"
"Danyal","17.00","Male","55.60","80.05","Islamabad","Rejected"
"Nargiza","19.00","Female","84.70","-14.50","Karachi","Accepted"
"Yulduz","20.00","Female","93.10","61.19","Rawalpindi","Accepted"
"Rukhsana","22.00","Female","82.70","52.63","Karachi",""
"Yasir","20.00","Male","92.40","94.74","Rawalpindi","Accepted"
"Zunaira","","Female","100.00","99.00","Rawalpindi","Accepted"
"Mirzo","23.00","Male","78.00","61.11","Quetta","Rejected"
"Yasir","18.00","Male","63.10","89.08","Lahore","Rejected"
"Sardor","22.00","Male","80.70","76.63","Islamabad","Accepted"
"Sarvarbek","21.00","Male","82.70","86.14","Karachi","Accepted"
"Aisha","19.00","Female","38.20","67.29","Multan","Rejected"
"Rehan","21.00","Male","79.70","77.72","Islamabad","Accepted"
"Zainab","19.00","Female","85.90","61.43","Multan","Accepted"
"Zulfiya","18.00","Female","66.00","90.69","Islamabad","Accepted"
"Kamol","","Male","81.30","65.86","Multan","Rejected"
"Amna","20.00","Female","87.70","64.63","Rawalpindi","Accepted"
"Rehan","16.00","Male","74.60","40.00","Quetta","Rejected"
"Kamran","20.00","Male","82.50","78.38","Multan","Accepted"
"Muslimbek","18.00","Male","77.40","62.57","Karachi",""
"Nasiba","16.00","Female","83.40","91.80","Peshawar","Accepted"
"Sadia","17.00","Female","71.30","80.85","Quetta","Accepted"
"Ismail","23.20","Male","82.20","78.51","Islamabad","Accepted"
"Sidra","20.00","Female","77.40","92.33","Multan","Accepted"
"Abbos","19.00","Male","72.80","95.42","Karachi","Accepted"
"Javlon","23.00","Male","87.40","78.68","Rawalpindi","Accepted"
"Ozoda","23.00","Female","","68.02","Islamabad","Rejected"
"Yulduz","20.00","Female","49.50","","Peshawar","Rejected"
"Asilbek","18.00","Male","80.30","102.20","Peshawar","Rejected"
"Kiran","19.00","Female","66.20","65.66","Karachi","Rejected"
"Waleed","21.00","Male","66.20","70.11","Lahore","Rejected"
"Jasur","20.00","Male","","88.20","Quetta","Accepted"
"Fahad","17.00","Male","58.50","73.83","RAWALPINDI","Rejected"
"","23.00","Female","75.50","89.96","Islamabad","Accepted"
"Raza","22.00","Male","63.60","58.25","Rawalpindi","Rejected"
"Ismail","","Male","86.80","69.77","Quetta","Accepted"
"Fatima","17.00","Female","72.60","74.05","Lahore","Rejected"
"Sumera","18.00","Female","55.50","78.31","Peshawar","Rejected"
"Bushra","16.00","Female","67.80","87.05","","Accepted"
"Bekzod","20.00","Male","82.40","77.93","Rawalpindi","Accepted"
"Fatima","20.00","Female","99.00","66.34","Rawalpindi","Accepted"
"Irfan","19.00","Male","77.30","81.72","Peshawar","Accepted"
"Fahad","18.00","","87.60","77.10","Karachi","Accepted"
"Nasiba","18.00","Female","","95.53","Multan","Accepted"
"Taimur","21.00","Male","90.00","84.54","Rawalpindi","Accepted"
"Doniyor","23.00","Male","82.80","99.00","Quetta","Accepted"
"","16.00","Female","71.20","93.14","Karachi","Accepted"
"","20.00","Male","74.60","67.35","Peshawar","Rejected"
"Danyal","19.00","Male","87.90","54.39","Rawalpindi","Rejected"
"Muslimbek","18.00","Male","68.40","57.91","Karachii","Rejected"
"Sarvinoz","20.00","","73.40","50.80","Lahore","Rejected"
"Mahnoor","17.00","Female","83.40","67.02","Lahore","Accepted"
"Javlon","19.00","Male","88.10","99.00","Multan","Accepted"
"Zara","21.00","Female","95.10","70.30","Multan","Accepted"
"Farzana","17.00","Female","78.10","90.77","Lahore","Accepted"
"Bobur","19.00","Male","69.10","96.51","Quetta","Accepted"
"Nadia","23.00","Female","59.50","92.56","Lahore","Rejected"
"Bobur","16.00","Male","70.70","99.00","Karachi","Accepted"
"Muzammil","18.00","Male","80.60","73.52","Multan","Rejected"
"Nargiza","21.00","","95.00","62.39","Islamabad","Accepted"
"Zainab","20.00","Female","65.90","76.32","Islamabad","Accepted"
"Ulugbek","20.00","Male","","57.75","Karachi","Accepted"
"Muniba","19.00","Female","61.20","90.34","Peshawar","Rejected"
"Abbos","20.00","Male","65.10","69.05","Rawalpindi","Rejected"
"Lola","23.00","Female","91.90","74.45","Karachi","Accepted"
"Abbos","20.00","Male","76.70","97.34","Karachi","Accepted"
"Nabeel","19.00","Male","79.20","82.35","Lahore","Accepted"
"Mahnoor","20.00","Female","88.30","80.43","Multan","Accepted"
"Rukhsana","20.00","Female","96.20","","Lahore","Accepted"
"Jasur","19.00","Male","","67.40","Multan","Rejected"
"Muniba","17.00","Female","48.80","63.39","Quetta","Rejected"
"Nadia","17.00","Female","79.10","65.43","Islamabad","Rejected"
"Omer","19.00","Male","62.00","79.67","Lahore","Rejected"
"Fatima","20.00","Female","85.20","70.01","Rawalpindi","Accepted"
"Javed","23.00","Male","","80.75","Rawalpindi","Accepted"
"Fahad","21.00","Male","72.70","80.55","Karachi","Rejected"
"Usman","17.00","","100.00","71.23","Quetta","Accepted"
"Doniyor","22.00","Male","100.00","83.75","Islamabad","Accepted"
"Salman","22.00","Male","73.60","94.88","Multan","Accepted"
"Asilbek","17.00","Male","71.90","55.58","Quetta","Rejected"
"Noor","21.00","Female","82.00","76.65","Peshawar","Accepted"
"Mohira","20.00","Female","","71.99","Multan","Rejected"
"Laziz","21.00","Male","78.10","81.66","Peshawar","Rejected"
"Shafiq","19.00","Male","82.40","79.86","Quetta","Rejectd"
"Fareeha","19.00","Female","","72.87","Karachi","Accepted"
"Omer","20.00","Male","88.80","","Quetta","Accepted"
"Sajid","22.00","Male","91.30","99.00","Lahore","Accepted"
"Maryam","","Female","100.00","70.27","Lahore","Accepted"
"Zamira","20.00","Female","81.20","62.30","Lahore","Rejected"
"Irfan","19.00","Male","72.00","88.54","Quetta","Accepted"
"Zunaira","23.00","Female","85.20","44.15","Lahore","Accepted"
"Rehan","25.00","Male","66.90","","Peshawar","Rejected"
"Kashif","20.00","Male","57.10","60.13","Karachi","Rejected"
"Junaid","","Male","56.20","66.30","","Rejected"
"Ahmed","21.00","Male","94.00","78.56","Lahore","Accepted"
"Sobia","21.00","Female","86.80","80.03","Islamabad","Accepted"
"Sana","","Female","59.60","90.53","Rawalpindi","Accepted"
"Iqbol","18.00","Female","69.90","84.40","Karachi","Accepted"
"Fahad","21.00","Male","64.30","76.79","Lahore","Rejected"
"Sara","22.00","Female","82.10","88.66","Peshawar","Accepted"
"Nasiba","23.00","Female","67.80","93.20","Karachi","Accepted"
"Arslan","19.00","Male","78.00","80.61","Karachi","Accepted"
"Humaira","26.00","Female","66.30","99.00","Multan","Rejected"
"Khurram","15.50","Male","90.10","59.94","Quetta","Accepted"
"Dilnoza","24.00","Female","100.00","70.42","Peshawar","Accepted"
"Amir","21.00","Male","79.20","53.74","Peshawar","Rejected"
"Sadia","24.00","Female","77.00","56.15","Peshawar","Rejected"
"Shahnoza","25.00","Female","68.70","58.08","Multan","Rejected"
"Iqbol","20.00","Female","76.00","65.48","Rawalpindi","Rejected"
"Amna","","Female","89.40","75.85","Karachi","accept"
"Zaid","21.00","MALE","47.70","77.99","Quetta","Rejected"
"Humaira","23.00","Female","93.90","69.96","Quetta","Accepted"
"Bushra","20.00","Female","90.50","75.76","Multan","Accepted"
"Javlon","21.00","Male","89.20","68.09","Islamabad","Accepted"
"Behruz","23.00","Male","55.90","89.31","Karachi","Rejected"
"Mirzo","20.00","Male","69.10","73.38","Karachi","Rejected"
"Farrukh","23.00","Male","80.90","73.34","Quetta","Accepted"
"Muhabbat","25.00","Female","","66.30","Islamabad","Accepted"
"","20.00","Female","81.60","45.75","Lahore","Rejected"
"Tahir","20.00","Male","60.20","76.33","Rawalpindi","Rejected"
"Ahmed","20.00","Male","77.90","-12.61","","Rejected"
"Doniyor","18.00","Male","95.00","73.74","Lahore","Accepted"
"Humaira","20.00","Female","100.00","70.61","Rawalpindi","Accepted"
"Faisal","17.00","Male","100.00","99.00","Quetta","Accepted"
"Zara","21.00","Female","53.00","63.45","Lahore","Rejected"
"Furqan","23.70","Male","60.20","84.06","Rawalpindi","Rejected"
"Bilal","16.00","Male","86.90","88.51","Lahore","Accepted"
"Feruza  ","17.00","Female","65.90","56.22","Quetta","Rejected"
"Iqra","20.00","Female","59.60","76.93","Karachi","Rejectd"
"Farrukh","20.00","","","47.21","Multan","Accepted"
"Mohira","","Female","75.10","69.73","Multan",""
"Hina","16.00","Female","57.80","130.47","Islamabad","Accepted"
"Maryam","21.00","Female","100.00","62.51","Islamabad","Accepted"
"Muhabbat","23.00","Female","99.60","80.46","Peshawar","Accepted"
"Jasur","","Male","61.10","57.06","Multan","Rejected"
"Asilbek","20.00","Male","55.10","45.51","Quetta","Rejected"
"Ibrohim","19.00","Male","56.20","49.83","Multan","Rejected"
"Asad","17.00","mAle","78.50","48.14","Peshawar","Rejected"
"Feruza","19.00","Female","86.50","48.99","","Rejected"
"","22.00","Male","69.30","98.49","Islamabad","Accepted"
"Mirzo","22.00","Male","86.90","","Lahore","Accepted"
"Tahir","22.00","Male","83.20","82.56","","Accepted"
"Rukhsana","22.00","Female","72.70","65.29","Karachi","Rejected"
"Tariq","","Male","100.00","","Karachi",""
"Waqar","16.00","Male","88.40","95.63","Karachi","Accepted"
"Farrukh","21.00","Male","59.80","86.60","Lahore","Rejected"
"Mahnoor","23.00","Female","72.20","59.72","Islamabad","Rejected"
"Laziz","18.00","Male","93.40","99.00","Rawalpindi","Accepted"
"","","Female","66.90","68.27","Karachi","Accepted"
"Mavluda","17.00","Female","88.50","51.02","Karachi","Rejected"
"Nargiza","21.00","Female","78.30","56.45","Quetta","Rejected"
"Maftuna","18.00","Female","","66.21","Quetta","Rejected"
"Murtaza","22.00","Male","94.70","84.74","Islamabad","Accepted"
"Rida","20.00","Female","-29.00","79.52","Lahore","Rejected"
"Javlon","17.00","Male","70.80","76.77","Islamabad",""
"Farzana","22.00","Female","100.00","91.77","Rawalpindi","Accepted"
"Zainab","16.00","Female","90.60","81.47","Karachi","Accepted"
"Adnan","17.00","Male","86.20","82.92","Quetta","Accepted"
"Lochinbek","16.00","Male","77.50","77.67","Peshawar","Rejected"
"Eldor","22.00","Male","96.30","62.23","Quetta","Accepted"
"Hamza","18.00","Male","82.20","69.47","Lahore","Accepted"
"Raza","18.00","Male","74.90","69.74","Peshawar","Accepted"
"Sanjar","17.00","Male","87.90","69.91","Peshawar","Accepted"
"","21.00","Female","84.60","63.32","Islamabad",""
"Aisha","22.00","Female","72.80","76.32","Lahore","Accepted"
"Kamol","22.00","Male","85.60","53.34","Islamabad","Accepted"
"Kamol","22.00","Male","71.10","95.04","Islamabad","Accepted"
"Shamsiddin","19.00","Male","64.60","70.91","Rawalpindi","Rejected"
"Dilorom","22.00","Female","91.70","85.49","Quetta","Accepted"
"Ozoda","19.00","Female","89.20","64.51","Rawalpindi","Accepted"
"Tariq","17.00","Male","81.90","62.17","Islamabad","Accepted"
"Sobia","20.00","Female","-39.00","74.90","Peshawar","Accepted"
"Nodir","19.00","Male","79.30","99.00","Lahore","Accepted"
"Malika","21.00","Female","84.10","65.98","Multan",""
"Imran","19.00","Male","79.30","84.78","Rawalpindi","Accepted"
"Ayesha","22.00","","55.80","79.77","Quetta","Rejected"
"Kamran","18.00","Male","75.70","96.24","Quetta","Accepted"
"Mavluda","20.00","Female","82.40","99.00","Peshawar","Accepted"
"Nabeel","22.00","Male","81.90","78.07","Multan","Accepted"
"Zara","20.00","Female","57.00","81.30","Rawalpindi","Rejected"
"Fatima","19.00","Female","99.40","50.50","Multan","Accepted"
"Umida","21.00","Female","100.00","69.69","Quetta","Accepted"
"Asad","19.00","Male","78.30","76.05","Karachi","Accepted"
"Asad","23.00","FEMALE","56.30","90.25","Rawalpindi","Rejected"
"Hamza","22.00","Male","100.00","52.69","Karachi","Accepted"
"Farrukh","16.00","Male","81.70","60.69","Islamabad","Accepted"
"Nodir","19.00","Male","86.30","86.28","Islamabad","Accepted"
"Noor","23.00","Female","","98.33","Peshawar","Accepted"
"Umida","22.00","Female","89.30","","Karachi","Accepted"
"Muhabbat","26.00","Female","90.20","44.14","Quetta","Accepted"
"Kashif","23.00","Male","51.50","87.11","Lahore","Accepted"
"Sumera","16.00","Female","89.10","88.81","Islamabad","Accepted"
"Nashit","20.00","Female","","80.21","Islamabad","Accepted"
"Doniyor","24.00","Male","90.50","75.83","Islamabad","Accepted"
"Muslimbek","18.00","Male","61.60","91.73","Rawalpindi","Rejected"
"Hulkar","71.00","Female","83.30","83.51","Peshawar","Accepted"
"Sadia","21.00","Female","81.70","77.29","Rawalpindi","Accepted"
"Muazzam","19.00","Female","63.10","68.01","KARACHI","Rejected"
"Rohail","17.00","Male","100.00","73.38","Rawalpindi",""
